chroma_energy,mfcc,chroma_stft,zero_crossing_rate,spectral_centroid,spectral_rolloff,genre
0.235,1.643,0.485,0.057,2237.24,5417.754,blues
0.236,1.643,0.497,0.061,2272.632,5441.44,blues
0.232,1.597,0.472,0.054,2251.672,5434.98,blues
0.233,1.971,0.461,0.054,2228.683,5383.301,blues
0.228,1.18,0.469,0.056,2231.236,5368.228,blues
0.228,1.096,0.451,0.06,2238.982,5406.987,blues
0.227,1.32,0.439,0.056,2163.996,5299.321,blues
0.22,1.467,0.462,0.055,2114.375,5254.102,blues
0.22,1.414,0.437,0.058,2148.529,5323.008,blues
0.22,1.361,0.441,0.059,2100.975,5189.502,blues
0.283,3.485,0.382,0.045,1931.065,4483.213,blues
0.283,3.625,0.381,0.04,1946.51,4575.806,blues
0.28,3.76,0.398,0.037,1869.271,4459.526,blues
0.278,3.74,0.429,0.037,1894.328,4618.872,blues
0.278,4.038,0.465,0.032,1821.091,4465.986,blues
0.279,4.26,0.473,0.03,1806.706,4642.559,blues
0.279,4.28,0.462,0.031,1840.427,4687.778,blues
0.27,4.11,0.492,0.036,1800.257,4511.206,blues
0.271,4.054,0.478,0.035,1810.511,4565.039,blues
0.27,3.846,0.471,0.034,1831.543,4657.632,blues
0.243,-5.394,0.315,0.017,881.366,1326.445,blues
0.246,-5.681,0.338,0.017,872.586,1233.853,blues
0.237,-5.053,0.37,0.016,872.327,1337.212,blues
0.258,-5.688,0.353,0.016,746.55,755.815,blues
0.251,-5.645,0.342,0.016,927.597,1509.478,blues
0.255,-6.111,0.364,0.016,618.249,508.184,blues
0.243,-6.254,0.346,0.016,789.304,923.774,blues
0.236,-6.943,0.373,0.016,625.154,521.104,blues
0.249,-5.993,0.384,0.016,1048.485,1787.256,blues
0.256,-6.964,0.417,0.016,656.936,626.616,blues
0.26,-3.462,0.209,0.091,2203.773,4078.389,blues
0.265,-2.754,0.208,0.089,2214.369,4114.995,blues
0.275,-3.63,0.228,0.087,2155.781,4043.936,blues
0.262,-3.717,0.224,0.087,2232.618,4280.801,blues
0.266,-4.337,0.272,0.087,2333.037,4552.119,blues
0.265,-2.69,0.314,0.084,2283.251,4552.119,blues
0.278,-1.09,0.283,0.08,2246.591,4532.739,blues
0.281,-0.27,0.306,0.078,2249.881,4633.945,blues
0.282,-0.536,0.331,0.078,2292.178,4752.378,blues
0.276,-0.335,0.314,0.077,2233.684,4750.225,blues
0.232,3.89,0.487,0.039,1520.133,3253.667,blues
0.231,3.19,0.527,0.041,1644.261,3473.306,blues
0.237,3.614,0.478,0.046,1664.495,3389.326,blues
0.244,3.753,0.507,0.052,1649.426,3359.18,blues
0.228,4.311,0.482,0.054,1750.783,3555.132,blues
0.245,4.694,0.499,0.055,1801.791,3591.738,blues
0.249,4.07,0.514,0.057,1726.107,3527.139,blues
0.242,4.167,0.511,0.06,1783.39,3649.878,blues
0.22,4.142,0.487,0.064,1861.084,3720.938,blues
0.227,4.278,0.498,0.068,1847.893,3727.397,blues
0.24,-0.307,0.453,0.065,1544.762,3079.248,blues
0.261,-0.013,0.424,0.069,1503.763,3001.729,blues
0.261,-0.657,0.382,0.069,1567.285,3115.854,blues
0.261,-0.67,0.381,0.071,1535.11,3173.994,blues
0.255,-0.179,0.399,0.071,1664.478,3359.18,blues
0.254,-1.068,0.384,0.075,1597.495,3189.067,blues
0.247,-1.203,0.378,0.072,1668.686,3288.12,blues
0.246,-1.048,0.395,0.071,1654.779,3279.507,blues
0.254,-1.252,0.377,0.067,1455.953,2960.815,blues
0.245,-1.034,0.358,0.064,1668.007,3337.646,blues
0.272,1.773,0.234,0.09,2030.153,3290.273,blues
0.271,1.889,0.258,0.084,1969.605,3133.081,blues
0.266,2.606,0.217,0.079,1966.556,3178.301,blues
0.258,3.068,0.223,0.075,1901.407,3128.774,blues
0.242,3.467,0.2,0.068,1815.054,3018.955,blues
0.248,4.231,0.206,0.065,1814.651,3087.861,blues
0.247,4.86,0.191,0.063,1797.308,3062.021,blues
0.246,5.701,0.198,0.061,1745.029,3010.342,blues
0.247,5.955,0.2,0.059,1733.334,3046.948,blues
0.241,6.104,0.203,0.056,1711.276,3001.729,blues
0.236,3.585,0.358,0.05,1918.681,3992.256,blues
0.238,3.292,0.336,0.051,1903.537,3921.196,blues
0.242,3.79,0.374,0.047,1786.863,3656.338,blues
0.261,3.944,0.448,0.045,1831.111,3770.464,blues
0.268,3.822,0.493,0.045,1794.513,3688.638,blues
0.274,4.038,0.486,0.042,1710.199,3533.599,blues
0.276,3.976,0.477,0.041,1728.041,3563.745,blues
0.277,3.954,0.474,0.041,1677.046,3464.692,blues
0.27,3.53,0.569,0.041,1713.824,3563.745,blues
0.281,4.15,0.578,0.045,2053.407,4313.101,blues
0.28,3.515,0.27,0.133,2684.918,5288.555,blues
0.28,3.237,0.257,0.134,2736.067,5329.468,blues
0.278,3.118,0.245,0.139,2686.85,5170.122,blues
0.276,2.734,0.233,0.143,2674.04,5008.623,blues
0.277,2.122,0.23,0.146,2717.073,4967.71,blues
0.263,1.985,0.237,0.146,2720.547,4993.55,blues
0.274,1.822,0.256,0.147,2712.284,4864.351,blues
0.278,1.408,0.28,0.143,2651.598,4732.998,blues
0.277,1.234,0.305,0.142,2629.549,4692.085,blues
0.278,0.921,0.328,0.144,2619.045,4595.186,blues
0.233,0.798,0.483,0.041,1732.287,3688.638,blues
0.223,0.421,0.465,0.038,1728.928,3733.857,blues
0.237,0.334,0.469,0.038,1678.942,3516.372,blues
0.241,0.513,0.451,0.035,1701.747,3561.592,blues
0.245,-0.003,0.445,0.034,1704.003,3537.905,blues
0.231,-0.033,0.438,0.034,1741.858,3608.965,blues
0.237,-0.285,0.435,0.034,1660.428,3462.539,blues
0.242,-0.314,0.407,0.035,1667.083,3481.919,blues
0.249,-0.16,0.419,0.033,1747.832,3608.965,blues
0.251,-0.264,0.412,0.035,1720.859,3548.672,blues
0.274,-2.758,0.3,0.113,2472.741,4407.847,blues
0.274,-2.622,0.336,0.114,2566.042,4554.272,blues
0.273,-2.374,0.277,0.115,2500.875,4405.693,blues
0.278,-2.523,0.301,0.111,2372.122,4338.94,blues
0.28,-1.355,0.312,0.11,2316.933,4237.734,blues
0.279,-0.212,0.344,0.107,2177.805,4026.709,blues
0.275,0.101,0.371,0.106,2115.532,3925.503,blues
0.271,0.734,0.372,0.103,2083.864,3860.903,blues
0.273,1.179,0.375,0.098,2043.248,3804.917,blues
0.271,1.811,0.369,0.096,1972.266,3740.317,blues
0.246,-2.017,0.307,0.05,1626.085,3413.013,blues
0.245,-3.056,0.314,0.049,1652.943,3438.853,blues
0.254,-3.519,0.303,0.052,1675.338,3494.839,blues
0.259,-3.215,0.308,0.054,1621.069,3387.173,blues
0.274,-2.052,0.355,0.055,1674.556,3475.459,blues
0.259,-2.243,0.361,0.052,1558.538,3313.96,blues
0.265,-2.051,0.331,0.053,1564.704,3324.727,blues
0.273,-1.684,0.371,0.054,1762.533,3708.018,blues
0.27,-0.501,0.389,0.058,2178.2,4360.474,blues
0.279,-0.468,0.406,0.059,2108.587,4323.867,blues
0.276,7.096,0.626,0.023,1508.256,3871.67,blues
0.274,7.462,0.596,0.022,1562.645,3962.109,blues
0.273,7.419,0.603,0.023,1521.397,3921.196,blues
0.274,7.569,0.583,0.024,1607.47,4097.769,blues
0.273,7.42,0.573,0.023,1634.843,4194.668,blues
0.268,7.546,0.575,0.024,1636.195,4229.121,blues
0.266,7.24,0.552,0.029,1608.911,4233.428,blues
0.269,7.296,0.543,0.028,1581.842,4224.814,blues
0.273,7.764,0.548,0.028,1542.614,4054.702,blues
0.273,7.099,0.535,0.026,1417.355,3910.43,blues
0.269,-0.25,0.582,0.095,2162.586,3934.116,blues
0.263,-0.054,0.567,0.096,2110.897,3802.764,blues
0.264,0.232,0.596,0.098,2105.958,3798.457,blues
0.269,0.155,0.569,0.1,2084.109,3791.997,blues
0.267,-0.42,0.535,0.101,2162.035,3845.83,blues
0.263,-0.985,0.524,0.1,2133.793,3832.91,blues
0.266,-1.136,0.557,0.1,2116.918,3785.537,blues
0.272,-0.295,0.571,0.1,2079.252,3759.697,blues
0.274,0.933,0.498,0.097,2016.048,3738.164,blues
0.277,1.601,0.63,0.092,1962.396,3699.404,blues
0.28,0.705,0.583,0.111,2239.327,4816.978,blues
0.275,-0.002,0.537,0.108,2229.756,4743.765,blues
0.276,-0.364,0.534,0.108,2246.957,4784.678,blues
0.283,-0.057,0.518,0.103,2170.345,4666.245,blues
0.279,0.327,0.51,0.104,2273.456,4758.838,blues
0.27,0.098,0.507,0.101,2293.868,4797.598,blues
0.277,0.194,0.526,0.097,2365.849,4851.431,blues
0.277,2.183,0.516,0.089,2226.578,4760.991,blues
0.279,1.216,0.545,0.086,2197.71,4709.312,blues
0.285,1.038,0.609,0.082,2214.176,4748.071,blues
0.237,-5.432,0.204,0.144,2963.694,6031.45,blues
0.233,-5.963,0.199,0.139,2925.239,5919.478,blues
0.234,-5.437,0.196,0.137,2886.165,5915.171,blues
0.231,-4.752,0.192,0.131,2863.552,5913.018,blues
0.221,-6.421,0.188,0.126,2852.608,5895.791,blues
0.206,-6.822,0.189,0.119,2720.451,5734.292,blues
0.227,-7.301,0.192,0.112,2624.985,5646.006,blues
0.221,-7.364,0.195,0.102,2548.656,5633.086,blues
0.218,-6.703,0.195,0.098,2487.277,5574.946,blues
0.209,-6.339,0.198,0.094,2415.243,5338.081,blues
0.275,2.711,0.405,0.048,2086.162,5331.621,blues
0.279,3.218,0.396,0.049,2082.453,5301.475,blues
0.265,2.979,0.431,0.048,2063.213,5200.269,blues
0.251,2.671,0.438,0.05,2036.331,5185.195,blues
0.252,2.691,0.402,0.05,1981.128,5038.77,blues
0.244,2.317,0.423,0.053,2038.143,5129.209,blues
0.237,2.005,0.459,0.051,1973.892,5049.536,blues
0.238,2.084,0.445,0.051,2002.685,5083.989,blues
0.244,1.606,0.383,0.051,1920.206,4851.431,blues
0.239,2.204,0.427,0.051,1932.711,4862.197,blues
0.24,-4.623,0.16,0.079,2697.895,5346.694,blues
0.235,-4.303,0.162,0.082,2782.613,5460.82,blues
0.231,-5.329,0.171,0.082,2787.569,5450.054,blues
0.252,-4.854,0.184,0.087,2827.2,5478.047,blues
0.237,-5.726,0.199,0.088,2813.837,5480.2,blues
0.239,-5.109,0.215,0.092,2804.321,5469.434,blues
0.243,-5.877,0.216,0.092,2798.037,5428.521,blues
0.248,-4.574,0.256,0.094,2802.606,5445.747,blues
0.244,-5.583,0.226,0.095,2749.012,5323.008,blues
0.234,-5.8,0.215,0.095,2725.126,5307.935,blues
0.23,-5.375,0.306,0.148,3377.344,5863.491,blues
0.245,-3.7,0.312,0.145,3354.422,5874.258,blues
0.258,-3.27,0.293,0.145,3285.828,5768.745,blues
0.261,-2.402,0.296,0.144,3314.82,5824.731,blues
0.259,-3.384,0.344,0.144,3265.541,5768.745,blues
0.248,-2.13,0.383,0.138,3209.404,5710.605,blues
0.251,-2.079,0.387,0.139,3139.997,5697.686,blues
0.26,-2.985,0.409,0.138,3069.671,5618.013,blues
0.268,-3.346,0.392,0.138,3037.828,5622.319,blues
0.268,-2.315,0.356,0.136,2984.69,5527.573,blues
0.259,0.084,0.355,0.046,1766.008,3934.116,blues
0.26,0.143,0.388,0.046,1798.398,3957.803,blues
0.26,0.092,0.377,0.048,1784.402,3916.89,blues
0.256,0.076,0.346,0.048,1752.616,3809.224,blues
0.256,0.006,0.306,0.048,1709.163,3714.478,blues
0.256,-0.149,0.281,0.047,1715.987,3785.537,blues
0.26,-0.133,0.253,0.047,1629.715,3570.205,blues
0.269,-0.963,0.205,0.047,1728.597,3748.931,blues
0.257,-1.665,0.187,0.045,1604.103,3460.386,blues
0.25,-1.921,0.178,0.045,1671.976,3615.425,blues
0.263,-0.718,0.354,0.108,2168.318,3893.203,blues
0.256,-0.932,0.371,0.108,2140.567,3886.743,blues
0.26,-1.068,0.41,0.111,2169.043,3912.583,blues
0.26,-0.874,0.436,0.114,2275.026,4026.709,blues
0.261,-1.76,0.458,0.117,2282.984,3994.409,blues
0.26,-2.421,0.474,0.12,2216.571,3942.729,blues
0.262,-3.054,0.499,0.124,2275.886,3983.643,blues
0.266,-2.849,0.501,0.126,2354.543,4102.075,blues
0.273,-2.667,0.51,0.128,2317.277,4011.636,blues
0.273,-2.616,0.495,0.128,2351.946,4130.068,blues
0.219,-3.206,0.234,0.104,2137.465,4196.821,blues
0.212,-3.794,0.227,0.103,2160.52,4198.975,blues
0.218,-2.803,0.222,0.102,2145.469,4209.741,blues
0.209,-3.555,0.218,0.101,2257.743,4392.773,blues
0.212,-3.249,0.212,0.103,2237.928,4412.153,blues
0.21,-4.087,0.209,0.105,2355.39,4636.099,blues
0.215,-4.784,0.217,0.104,2330.855,4633.945,blues
0.225,-3.946,0.236,0.101,2368.219,4745.918,blues
0.216,-4.053,0.242,0.105,2359.123,4816.978,blues
0.227,-4.645,0.235,0.104,2467.894,4997.856,blues
0.249,-4.731,0.398,0.042,1863.611,4295.874,blues
0.239,-4.153,0.385,0.043,1895.878,4351.86,blues
0.228,-4.449,0.395,0.043,1914.144,4405.693,blues
0.236,-3.714,0.414,0.044,1918.887,4440.146,blues
0.229,-3.18,0.384,0.044,1904.465,4476.753,blues
0.238,-4.765,0.358,0.044,1905.35,4472.446,blues
0.223,-3.15,0.331,0.048,1935.627,4513.359,blues
0.231,-3.962,0.291,0.047,2053.853,4739.458,blues
0.243,-3.259,0.299,0.047,2065.699,4767.451,blues
0.252,-4.146,0.27,0.047,2215.943,5081.836,blues
0.263,-5.85,0.322,0.064,2507.355,5643.853,blues
0.257,-4.697,0.309,0.065,2496.769,5562.026,blues
0.255,-6.003,0.297,0.065,2457.732,5415.601,blues
0.252,-5.507,0.288,0.064,2449.799,5372.534,blues
0.247,-6.57,0.271,0.062,2356.883,5200.269,blues
0.242,-6.369,0.264,0.06,2391.503,5262.715,blues
0.23,-5.97,0.249,0.06,2379.21,5187.349,blues
0.233,-6.258,0.233,0.06,2355.247,5066.763,blues
0.223,-5.653,0.234,0.058,2357.381,5017.236,blues
0.218,-6.612,0.236,0.058,2338.934,4961.25,blues
0.247,-1.836,0.243,0.105,2684.176,5329.468,blues
0.242,-2.015,0.258,0.104,2733.325,5426.367,blues
0.243,-2.067,0.282,0.102,2674.307,5342.388,blues
0.253,-1.274,0.252,0.098,2589.219,5398.374,blues
0.242,-2.157,0.252,0.098,2524.419,5202.422,blues
0.244,-2.041,0.258,0.102,2542.261,5148.589,blues
0.232,-2.628,0.274,0.098,2469.391,4997.856,blues
0.248,-2.359,0.284,0.099,2454.607,4967.71,blues
0.241,-2.265,0.312,0.101,2404.756,4832.051,blues
0.262,-2.772,0.317,0.102,2409.022,4791.138,blues
0.209,-3.059,0.288,0.058,2056.539,4838.511,blues
0.212,-3.583,0.294,0.058,2051.082,4812.671,blues
0.216,-3.487,0.31,0.059,2143.77,4879.424,blues
0.224,-3.301,0.355,0.068,2503.324,5609.399,blues
0.231,-3.4,0.337,0.074,2698.849,5717.065,blues
0.258,-2.63,0.35,0.078,2690.715,5678.306,blues
0.259,-2.387,0.386,0.084,2824.892,5854.878,blues
0.272,-1.428,0.491,0.09,2854.428,5966.851,blues
0.277,-1.625,0.502,0.095,2880.31,5977.617,blues
0.271,-1.474,0.451,0.097,2867.262,5969.004,blues
0.278,1.94,0.499,0.063,1895.739,3774.771,blues
0.279,2.234,0.467,0.062,1806.101,3673.564,blues
0.278,2.774,0.464,0.063,1819.259,3712.324,blues
0.275,3.371,0.498,0.061,1900.78,3843.677,blues
0.273,4.169,0.509,0.062,1834.487,3710.171,blues
0.271,4.276,0.488,0.061,1823.667,3714.478,blues
0.253,4.631,0.474,0.06,1797.633,3692.944,blues
0.255,5.088,0.51,0.061,1819.018,3736.011,blues
0.252,5.331,0.535,0.064,1859.796,3826.45,blues
0.254,5.832,0.558,0.062,1857.465,3845.83,blues
0.268,4.767,0.582,0.112,3098.559,6561.167,blues
0.264,4.456,0.556,0.112,3220.561,6683.906,blues
0.262,4.362,0.567,0.116,3257.023,6694.673,blues
0.263,4.394,0.574,0.121,3251.727,6690.366,blues
0.275,5.311,0.569,0.121,3241.669,6716.206,blues
0.28,5.756,0.538,0.122,3285.016,6780.806,blues
0.28,5.52,0.511,0.125,3274.997,6802.339,blues
0.282,5.671,0.508,0.127,3274.847,6817.412,blues
0.284,5.879,0.524,0.128,3241.497,6789.419,blues
0.279,6.063,0.507,0.129,3225.334,6806.646,blues
0.269,7.131,0.552,0.034,1912.672,4698.545,blues
0.266,6.323,0.442,0.034,1919.692,4657.632,blues
0.276,6.32,0.479,0.032,1754.417,4347.554,blues
0.277,5.822,0.438,0.027,1633.823,4074.082,blues
0.257,5.362,0.478,0.027,1618.545,3940.576,blues
0.264,5.167,0.464,0.028,1528.259,3714.478,blues
0.235,5.361,0.449,0.026,1574.156,3647.725,blues
0.244,5.036,0.478,0.024,1360.835,3232.134,blues
0.236,4.834,0.47,0.025,1299.244,3023.262,blues
0.244,4.826,0.465,0.027,1391.533,3083.555,blues
0.208,6.514,0.19,0.087,2411.827,5030.156,blues
0.208,6.686,0.188,0.089,2417.154,5062.456,blues
0.222,6.545,0.207,0.091,2403.24,5081.836,blues
0.221,6.699,0.197,0.092,2432.483,5101.216,blues
0.216,6.868,0.205,0.094,2489.447,5271.328,blues
0.223,6.768,0.203,0.096,2463.094,5213.188,blues
0.218,6.969,0.208,0.097,2473.095,5152.896,blues
0.219,6.78,0.214,0.097,2517.436,5303.628,blues
0.22,6.973,0.225,0.1,2555.123,5340.234,blues
0.22,6.864,0.225,0.101,2556.416,5342.388,blues
0.255,3.03,0.372,0.056,1649.755,2874.683,blues
0.252,3.222,0.313,0.056,1676.146,3150.308,blues
0.257,3.601,0.315,0.056,1798.104,3697.251,blues
0.26,3.571,0.29,0.055,1760.11,3578.818,blues
0.257,3.549,0.341,0.055,1717.144,3522.832,blues
0.262,3.661,0.296,0.055,1815.85,3791.997,blues
0.271,3.744,0.306,0.057,1808.054,3824.297,blues
0.259,3.854,0.33,0.057,1802.434,3921.196,blues
0.258,4.045,0.331,0.055,1670.158,3619.731,blues
0.256,3.849,0.326,0.055,1694.537,3639.111,blues
0.278,6.115,0.391,0.076,2041.488,3972.876,blues
0.281,6.239,0.38,0.074,2103.62,4074.082,blues
0.28,5.792,0.388,0.072,2058.205,3975.029,blues
0.276,6.227,0.357,0.068,2070.699,3968.569,blues
0.276,6.189,0.335,0.064,1981.055,3686.484,blues
0.279,6.5,0.337,0.062,1985.933,3639.111,blues
0.278,6.664,0.33,0.059,1921.959,3587.432,blues
0.277,6.52,0.282,0.059,2007.02,3725.244,blues
0.266,6.091,0.252,0.055,1916.403,3671.411,blues
0.275,6.254,0.221,0.055,1953.723,3843.677,blues
0.264,3.129,0.43,0.115,2667.019,5717.065,blues
0.261,2.85,0.431,0.115,2692.274,5757.979,blues
0.267,2.499,0.462,0.115,2682.61,5734.292,blues
0.26,2.631,0.442,0.114,2656.009,5648.159,blues
0.265,2.135,0.45,0.113,2642.01,5618.013,blues
0.261,2.032,0.438,0.114,2661.618,5572.793,blues
0.261,1.229,0.415,0.117,2652.316,5516.807,blues
0.265,2.092,0.388,0.116,2614.099,5462.974,blues
0.267,2.55,0.402,0.116,2592.961,5415.601,blues
0.261,3.623,0.389,0.115,2623.199,5514.653,blues
0.257,3.153,0.462,0.06,1775.35,3912.583,blues
0.266,2.74,0.437,0.063,1806.799,4050.396,blues
0.267,1.939,0.426,0.064,1799.644,3970.723,blues
0.268,2.14,0.446,0.064,1868.714,4050.396,blues
0.264,2.482,0.481,0.063,1782.638,4043.936,blues
0.262,2.137,0.496,0.063,1797.28,4082.695,blues
0.262,2.329,0.503,0.062,1793.87,4033.169,blues
0.243,1.881,0.5,0.061,1766.981,4048.242,blues
0.262,1.501,0.502,0.059,1848.363,4119.302,blues
0.253,1.833,0.484,0.054,1877.175,4190.361,blues
0.267,4.796,0.447,0.107,2233.429,4649.019,blues
0.253,4.219,0.423,0.108,2305.648,4668.398,blues
0.255,4.214,0.46,0.107,2205.863,4532.739,blues
0.261,3.574,0.417,0.107,2220.051,4552.119,blues
0.27,3.675,0.389,0.106,2222.957,4541.353,blues
0.261,3.802,0.394,0.106,2183.47,4500.439,blues
0.252,3.607,0.386,0.104,2217.69,4543.506,blues
0.255,3.335,0.405,0.102,2183.685,4500.439,blues
0.253,3.634,0.404,0.101,2198.541,4511.206,blues
0.25,3.17,0.474,0.1,2171.414,4478.906,blues
0.239,2.685,0.284,0.064,1873.712,3966.416,blues
0.231,2.556,0.272,0.063,1840.205,3755.391,blues
0.22,2.096,0.301,0.059,1729.352,3456.079,blues
0.231,1.094,0.299,0.058,1757.056,3496.992,blues
0.233,1.627,0.325,0.058,1756.845,3494.839,blues
0.225,1.807,0.323,0.057,1768.469,3417.319,blues
0.23,1.965,0.319,0.055,1776.734,3475.459,blues
0.242,1.798,0.302,0.054,1690.276,3339.8,blues
0.248,2.09,0.308,0.056,1730.357,3404.399,blues
0.245,1.698,0.305,0.057,1711.503,3410.859,blues
0.216,3.816,0.372,0.04,1811.04,4498.286,blues
0.225,4.338,0.35,0.04,1813.881,4465.986,blues
0.218,4.022,0.367,0.045,1823.097,4412.153,blues
0.214,4.449,0.352,0.046,1896.623,4627.485,blues
0.221,4.079,0.366,0.053,1946.823,4732.998,blues
0.211,4.057,0.342,0.054,2061.925,5051.689,blues
0.214,3.779,0.351,0.061,2065.495,5043.076,blues
0.209,4.075,0.341,0.06,2185.796,5329.468,blues
0.21,3.877,0.352,0.066,2213.196,5374.688,blues
0.219,3.881,0.342,0.067,2215.541,5437.134,blues
0.271,10.842,0.396,0.058,1847.208,3938.423,blues
0.268,10.542,0.387,0.058,1810.423,3802.764,blues
0.266,10.115,0.368,0.058,1803.804,3733.857,blues
0.277,9.601,0.35,0.06,1732.666,3518.525,blues
0.277,9.403,0.353,0.06,1752.265,3486.226,blues
0.277,9.288,0.335,0.06,1739.441,3421.626,blues
0.265,8.632,0.341,0.063,1727.976,3318.267,blues
0.271,8.406,0.352,0.067,1685.523,3219.214,blues
0.268,8.592,0.354,0.066,1641.77,3133.081,blues
0.272,8.304,0.335,0.067,1641.132,3105.088,blues
0.235,1.246,0.214,0.067,1957.994,5025.85,blues
0.234,1.24,0.21,0.068,1866.284,4838.511,blues
0.217,0.733,0.204,0.068,1887.128,4974.17,blues
0.203,0.744,0.197,0.067,1953.867,5161.509,blues
0.261,0.576,0.264,0.066,1848.81,4808.364,blues
0.233,0.373,0.239,0.066,1898.563,4801.904,blues
0.255,0.808,0.226,0.065,1908.547,4838.511,blues
0.239,1.196,0.219,0.061,1902.329,4776.064,blues
0.242,1.046,0.213,0.06,1908.847,4754.531,blues
0.245,0.723,0.21,0.056,1914.133,4711.465,blues
0.258,-0.616,0.333,0.046,1373.95,2532.305,blues
0.268,-1.047,0.335,0.046,1409.124,2588.291,blues
0.273,-1.389,0.323,0.047,1347.289,2504.312,blues
0.27,-1.632,0.314,0.046,1436.106,2642.124,blues
0.262,-2.485,0.316,0.046,1438.278,2734.717,blues
0.265,-2.221,0.307,0.048,1410.556,2631.357,blues
0.242,-3.198,0.312,0.048,1399.952,2515.078,blues
0.257,-2.494,0.303,0.047,1428.784,2616.284,blues
0.256,-2.565,0.314,0.046,1488.62,2805.776,blues
0.243,-3.772,0.315,0.049,1554.567,2950.049,blues
0.243,5.704,0.288,0.052,1675.778,3400.093,blues
0.232,5.786,0.265,0.053,1724.102,3484.072,blues
0.227,5.597,0.246,0.053,1710.218,3413.013,blues
0.24,5.43,0.246,0.053,1606.649,3307.5,blues
0.236,5.627,0.249,0.051,1691.872,3378.56,blues
0.239,5.494,0.237,0.051,1571.472,3288.12,blues
0.23,5.973,0.225,0.05,1586.079,3277.354,blues
0.233,5.699,0.218,0.05,1464.917,3171.841,blues
0.225,5.679,0.214,0.052,1608.925,3341.953,blues
0.224,5.145,0.214,0.053,1532.583,3197.681,blues
0.258,0.118,0.403,0.031,1201.597,2278.213,blues
0.24,0.24,0.406,0.03,1306.777,2504.312,blues
0.232,0.589,0.398,0.029,1244.173,2329.893,blues
0.235,0.027,0.445,0.028,1225.086,2183.467,blues
0.223,0.258,0.427,0.025,1191.416,2118.867,blues
0.219,0.642,0.434,0.023,1143.445,2000.435,blues
0.224,0.327,0.438,0.026,1364.495,2633.511,blues
0.227,0.148,0.413,0.024,1223.158,2198.54,blues
0.245,0.454,0.435,0.025,1169.863,2034.888,blues
0.237,1.097,0.42,0.025,1341.404,2577.524,blues
0.204,0.855,0.361,0.007,593.594,1022.827,blues
0.213,1.305,0.368,0.007,832.584,1406.118,blues
0.22,1.117,0.375,0.007,887.233,1563.311,blues
0.207,1.274,0.365,0.007,973.692,1879.849,blues
0.206,0.307,0.376,0.007,619.191,1046.514,blues
0.234,-0.1,0.378,0.007,700.93,1076.66,blues
0.226,0.567,0.366,0.007,727.131,1104.653,blues
0.21,0.412,0.373,0.007,896.56,1668.823,blues
0.203,-0.349,0.37,0.007,848.868,1511.631,blues
0.225,-0.772,0.369,0.007,838.12,1410.425,blues
0.262,1.086,0.546,0.008,792.507,1199.399,blues
0.259,1.436,0.517,0.008,1040.474,1931.528,blues
0.263,2.285,0.461,0.008,1017.401,2000.435,blues
0.26,2.668,0.476,0.01,1238.178,2573.218,blues
0.262,2.259,0.431,0.011,1229.06,2596.904,blues
0.255,1.849,0.385,0.013,1031.073,1946.602,blues
0.261,2.39,0.379,0.013,1176.128,2319.126,blues
0.263,2.133,0.377,0.014,1068.62,2039.194,blues
0.25,2.298,0.391,0.017,1234.896,2407.412,blues
0.238,2.321,0.384,0.019,1190.954,2327.739,blues
0.258,-0.927,0.44,0.017,929.726,1617.144,blues
0.25,-0.856,0.487,0.018,1008.053,1770.029,blues
0.232,-1.263,0.516,0.019,899.965,1571.924,blues
0.245,-1.254,0.502,0.018,1038.951,1843.242,blues
0.251,-0.708,0.445,0.018,988.839,1826.016,blues
0.237,-0.826,0.442,0.018,1060.587,1974.595,blues
0.235,-0.807,0.44,0.018,1042.149,1897.075,blues
0.244,-0.316,0.393,0.016,1124.785,2161.934,blues
0.255,-0.314,0.407,0.016,777.497,1365.205,blues
0.247,0.288,0.444,0.016,1028.716,1929.375,blues
0.163,-11.021,0.169,0.018,830.689,1171.406,blues
